code,circular,line,direction,destiny,origin
872,false,9005,1,T.T.V.N.CACHOEIRINHA,JD. PRINCESA
33640,false,9005,2,T.T.V.N.CACHOEIRINHA,JD. PRINCESA
34208,false,9005,2,T.T.V.N.CACHOEIRINHA,JD. VISTA ALEGRE
1440,false,9005,1,T.T.V.N.CACHOEIRINHA,JD. VISTA ALEGRE
1934,false,9005,1,T.T.V.N. CACHOEIRINHA,SÍTIO DOS FRANCOS
34702,false,9005,2,T.T.V.N. CACHOEIRINHA,SÍTIO DOS FRANCOS
33642,false,9006,2,T.T.V.N.CACHOEIRINHA,VILA PENTEADO
874,false,9006,1,T.T.V.N.CACHOEIRINHA,VILA PENTEADO
875,false,9008,1,T.T.V.N.CACHOEIRINHA,PQ. DE TAIPAS
33643,false,9008,2,T.T.V.N.CACHOEIRINHA,PQ. DE TAIPAS
1539,false,9008,1,T.T.V.N.CACHOEIRINHA,CONJ. HAB. YADOIA
34307,false,9008,2,T.T.V.N.CACHOEIRINHA,CONJ. HAB. YADOIA
33644,false,9008,2,T.T.V.N.CACHOEIRINHA,ESTANCIA JARAGUA
876,false,9008,1,T.T.V.N.CACHOEIRINHA,ESTANCIA JARAGUA
33645,false,9009,2,T.T.V.N.CACHOEIRINHA,COHAB BRASILÂNDIA
877,false,9009,1,T.T.V.N.CACHOEIRINHA,COHAB BRASILÂNDIA
878,false,9011,1,T.T.V.N.CACHOEIRINHA,ESTAÇÃO JARAGUA
33646,false,9011,2,T.T.V.N.CACHOEIRINHA,ESTAÇÃO JARAGUA
1768,true,9011,1,CITY JARAGUÁ,ESTAÇÃO JARAGUÁ
34536,true,9011,2,CITY JARAGUÁ,ESTAÇÃO JARAGUÁ
1268,false,9012,1,TERMINAL LAPA,ITABERABA
34036,false,9012,2,TERMINAL LAPA,ITABERABA
1425,false,9014,1,TERMINAL LAPA,MORRO GRANDE
34193,false,9014,2,TERMINAL LAPA,MORRO GRANDE
34194,false,9014,2,TERMINAL LAPA,JD IRACEMA
1426,false,9014,1,TERMINAL LAPA,JD IRACEMA
34037,false,9015,2,TERMINAL PIRITUBA,VILA ZATT
1269,false,9015,1,TERMINAL PIRITUBA,VILA ZATT
34039,false,9018,2,TERMINAL PIRITUBA,VILA MIRANTE
1271,false,9018,1,TERMINAL PIRITUBA,VILA MIRANTE
1433,false,9019,1,TERMINAL PIRITUBA,JD PAULISTANO
34201,false,9019,2,TERMINAL PIRITUBA,JD PAULISTANO
1434,false,9020,1,TERMINAL PIRITUBA,VILA MIRANTE
34202,false,9020,2,TERMINAL PIRITUBA,VILA MIRANTE
34205,false,9023,2,TERMINAL PIRITUBA,PQ. DE  TAIPAS
1437,false,9023,1,TERMINAL PIRITUBA,PQ. DE  TAIPAS
33648,false,9032,2,T.T.V.N. Cachoeirinha,Jd. Damasceno
880,false,9032,1,T.T.V.N. Cachoeirinha,Jd. Damasceno
34583,false,9032,2,T.T.V.N. Cachoeirinha,Jd. Damasceno
1815,false,9032,1,T.T.V.N. Cachoeirinha,Jd. Damasceno
883,false,9047,1,LAPA,JD. PAULISTANO
33651,false,9047,2,LAPA,JD. PAULISTANO
34856,true,9050,2,ITAIM BIBI,TERMINAL LAPA
2088,true,9050,1,ITAIM BIBI,TERMINAL LAPA
2089,false,9051,1,TERMINAL PINHEIROS,LAPA
34857,false,9051,2,TERMINAL PINHEIROS,LAPA
566,false,9070,1,TERM. CASA VERDE,JD. ANTARTICA 
33334,false,9070,2,TERM. CASA VERDE,JD. ANTARTICA 
34884,true,908T,2,BUTANTA,TERM. PQ. D.PEDRO II
2116,true,908T,1,BUTANTA,TERM. PQ. D.PEDRO II
884,false,9090,1,TERM. CASA VERDE,PQ. TIETE
33652,false,9090,2,TERM. CASA VERDE,PQ. TIETE
35024,false,909T,2,TERM. PQ. D.PEDRO II,TERMINAL PINHEIROS
2256,false,909T,1,TERM. PQ. D.PEDRO II,TERMINAL PINHEIROS
1365,true,9162,1,TERMINAL CASA VERDE,VILA PENTEADO
34133,true,9162,2,TERMINAL CASA VERDE,VILA PENTEADO
707,true,9166,1,T.T.V.N. CACHOEIRINHA,JD. SANTA CRUZ
33475,true,9166,2,T.T.V.N. CACHOEIRINHA,JD. SANTA CRUZ
33224,false,917H,2,METRÔ VILA MARIANA,TERMINAL PIRITUBA
456,false,917H,1,METRÔ VILA MARIANA,TERMINAL PIRITUBA
34134,false,917M,2,METRÔ ANA ROSA,MORRO GRANDE
1366,false,917M,1,METRÔ ANA ROSA,MORRO GRANDE
1367,false,917M,1,METRÔ ANA ROSA,MORRO GRANDE
34135,false,917M,2,METRÔ ANA ROSA,MORRO GRANDE
33653,false,9181,2,LAPA,VILA TEREZINHA
885,false,9181,1,LAPA,VILA TEREZINHA
809,false,9188,1,LAPA,CAPELA DA LAGOA 
33577,false,9188,2,LAPA,CAPELA DA LAGOA 
1711,false,9188,1,LAPA,CAPELA DA LAGOA
34479,false,9188,2,LAPA,CAPELA DA LAGOA
810,false,9191,1,BOM RETIRO,JD. ELISA MARIA
33578,false,9191,2,BOM RETIRO,JD. ELISA MARIA
1957,false,9191,1,BOM RETIRO,BARRA FUNDA
34725,false,9191,2,BOM RETIRO,BARRA FUNDA
116,false,9300,1,TERM. PQ. D.PEDRO II,TERM. CASA VERDE
32884,false,9300,2,TERM. PQ. D.PEDRO II,TERM. CASA VERDE
33226,false,9301,2,PRAÇA DO CORREIO,TERM. CASA VERDE
458,false,9301,1,PRAÇA DO CORREIO,TERM. CASA VERDE
2115,false,930P,1,TERM. PINHEIROS,TERM. PQ.D.PEDRO II
34883,false,930P,2,TERM. PINHEIROS,TERM. PQ.D.PEDRO II
33476,false,9354,2,TERMINAL CORREIO,TERMINAL CACHOEIRINHA
708,false,9354,1,TERMINAL CORREIO,TERMINAL CACHOEIRINHA
586,false,938C,1,TERM. PRINC. ISABEL,COHAB TAIPAS
33354,false,938C,2,TERM. PRINC. ISABEL,COHAB TAIPAS
33355,false,938C,2,TERMINAL LAPA,COHAB TAIPAS
587,false,938C,1,TERMINAL LAPA,COHAB TAIPAS
1368,false,938L,1,LAPA,T.T.V.N.CACHOEIRINHA
34136,false,938L,2,LAPA,T.T.V.N.CACHOEIRINHA
33656,false,938P,2,METRÔ BARRA FUNDA,JD. TEREZA
888,false,938P,1,METRÔ BARRA FUNDA,JD. TEREZA
34798,false,938P,2,METRÔ BARRA FUNDA,VILA PENTEADO
2030,false,938P,1,METRÔ BARRA FUNDA,VILA PENTEADO
33581,false,938V,2,METRÔ BARRA FUNDA,JD. VISTA ALEGRE
813,false,938V,1,METRÔ BARRA FUNDA,JD. VISTA ALEGRE
34191,false,948A,2,METRÔ BARRA FUNDA,VILA ZATT
1423,false,948A,1,METRÔ BARRA FUNDA,VILA ZATT
33229,false,9500,2,PRAÇA DO CORREIO,TERM. CACHOEIRINHA
461,false,9500,1,PRAÇA DO CORREIO,TERM. CACHOEIRINHA
33230,false,9501,2,PAISSANDU,T.T.V.N.CACHOEIRINHA
462,false,9501,1,PAISSANDU,T.T.V.N.CACHOEIRINHA
463,false,9501,1,TERM.PRINCESA ISABEL,T.T.V.N.CACHOEIRINHA
33231,false,9501,2,TERM.PRINCESA ISABEL,T.T.V.N.CACHOEIRINHA
33232,false,957T,2,ITAIM BIBI,COHAB TAIPAS
464,false,957T,1,ITAIM BIBI,COHAB TAIPAS
33233,false,958P,2,ITAIM BIBI,JD. NARDINI
465,false,958P,1,ITAIM BIBI,JD. NARDINI
33356,false,9653,2,PRAÇA DO CORREIO,PEDRA BRANCA
588,false,9653,1,PRAÇA DO CORREIO,PEDRA BRANCA
33336,false,967A,2,PINHEIROS,IMIRIM
568,false,967A,1,PINHEIROS,IMIRIM
569,false,9701,1,METRÔ SANTANA,HOSPITAL CACHOEIRINHA
33337,false,9701,2,METRÔ SANTANA,HOSPITAL CACHOEIRINHA
33585,false,9717,2,SANTANA,JD. ALMANARA
817,false,9717,1,SANTANA,JD. ALMANARA
658,false,971A,1,SHOPPING D ,JD. PRIMAVERA
33426,false,971A,2,SHOPPING D ,JD. PRIMAVERA
571,false,971C,1,METRÔ SANTANA,COHAB
33339,false,971C,2,METRÔ SANTANA,COHAB
709,false,971D,1,CENTER NORTE,JD. DAMASCENO
33477,false,971D,2,CENTER NORTE,JD. DAMASCENO
612,false,971M,1,METRÔ SANTANA,VILA PENTEADO
33380,false,971M,2,METRÔ SANTANA,VILA PENTEADO
614,false,971R,1,METRÔ SANTANA,ESTACAO JARAGUA
33382,false,971R,2,METRÔ SANTANA,ESTACAO JARAGUA
615,false,971R,1,METRÔ SANTANA,JD. DAMASCENO
33383,false,971R,2,METRÔ SANTANA,JD. DAMASCENO
33384,false,971R,2,METRÔ SANTANA,CDHU VOITH
616,false,971R,1,METRÔ SANTANA,CDHU VOITH
617,false,971R,1,METRÔ SANTANA,CHICA LUISA
33385,false,971R,2,METRÔ SANTANA,CHICA LUISA
618,false,971T,1,METRÔ SANTANA,VILA SANTA MARIA
33386,false,971T,2,METRÔ SANTANA,VILA SANTA MARIA
33387,false,971V,2,CENTER NORTE,JD. VISTA ALEGRE
619,false,971V,1,CENTER NORTE,JD. VISTA ALEGRE
34463,false,971X,2,METRÔ SANTANA,Terminal Cachoeirinha
1695,false,971X,1,METRÔ SANTANA,Terminal Cachoeirinha
589,false,975A,1,METRÔ ANA ROSA,VILA BRASILANDIA
33357,false,975A,2,METRÔ ANA ROSA,VILA BRASILANDIA
827,false,9784,1,BARRA FUNDA,JD. DOS FRANCOS
33595,false,9784,2,BARRA FUNDA,JD. DOS FRANCOS
33596,false,9785,2,TERM. BARRA FUNDA,VILA TEREZINHA
828,false,9785,1,TERM. BARRA FUNDA,VILA TEREZINHA
34790,false,9785,2,T.T.V.N. CACHOEIRINHA,JD. CAROMBE
2022,false,9785,1,T.T.V.N. CACHOEIRINHA,JD. CAROMBE
829,false,9789,1,BARRA FUNDA,JD. PAULISTANO
33597,false,9789,2,BARRA FUNDA,JD. PAULISTANO
34137,false,978A,2,METRÔ BARRA FUNDA,T.T.V.N.CACHOEIRINHA
1369,false,978A,1,METRÔ BARRA FUNDA,T.T.V.N.CACHOEIRINHA
33359,false,978J,2,TERM PRINCESA ISABEL,VOITH
591,false,978J,1,TERM PRINCESA ISABEL,VOITH
466,false,978L,1,TERM.PRINCESA ISABEL,T.T.V.N.CACHOEIRINHA
33234,false,978L,2,TERM.PRINCESA ISABEL,T.T.V.N.CACHOEIRINHA
889,false,978T,1,METRÔ BARRA FUNDA,JD. GUARANI
33657,false,978T,2,METRÔ BARRA FUNDA,JD. GUARANI
2461,true,CT01,1,TURISMO,CIRCULAR
35229,true,CT01,2,TURISMO,CIRCULAR
35050,false,N101,2,TERM. PQ. D. PEDRO II,TERM LAPA
2282,false,N101,1,TERM. PQ. D. PEDRO II,TERM LAPA
2283,false,N102,1,TERM. PQ. D. PEDRO II,TERM LAPA
35051,false,N102,2,TERM. PQ. D. PEDRO II,TERM LAPA
2284,false,N103,1,TERM LAPA,TERM PIRITUBA
35052,false,N103,2,TERM LAPA,TERM PIRITUBA
35053,false,N104,2,TERMINAL LAPA,TERMINAL PIRITUBA
2285,false,N104,1,TERMINAL LAPA,TERMINAL PIRITUBA
2286,false,N105,1,TERM LAPA,TERM CACHOEIRINHA
35054,false,N105,2,TERM LAPA,TERM CACHOEIRINHA
2300,false,N106,1,METRÔ BARRA FUNDA,TERM. PQ. D. PEDRO II
35068,false,N106,2,METRÔ BARRA FUNDA,TERM. PQ. D. PEDRO II
2287,true,N131,1,VILA PIAUÍ,TERM LAPA
35055,true,N131,2,VILA PIAUÍ,TERM LAPA
35056,true,N132,2,PQ. SÃO DOMINGOS,TERMINAL PIRITUBA
2288,true,N132,1,PQ. SÃO DOMINGOS,TERMINAL PIRITUBA
2289,true,N133,1,CID D'ABRIL 3ª GLEBA,TERM PIRITUBA
35057,true,N133,2,CID D'ABRIL 3ª GLEBA,TERM PIRITUBA
35058,true,N134,2,TAIPAS,TERM CACHOEIRINHA
2290,true,N134,1,TAIPAS,TERM CACHOEIRINHA
35059,true,N135,2,JD. DONARIA,TERM. PIRITUBA
2291,true,N135,1,JD. DONARIA,TERM. PIRITUBA
2292,true,N136,1,MORRO DOCE,TERM LAPA
35060,true,N136,2,MORRO DOCE,TERM LAPA
35061,true,N137,2,PERUS,TERM PIRITUBA
2293,true,N137,1,PERUS,TERM PIRITUBA
35062,true,N138,2,JD. PRINCESA,TERM CACHOEIRINHA
2294,true,N138,1,JD. PRINCESA,TERM CACHOEIRINHA
2295,true,N139,1,JD PAULISTANO,TERM PIRITUBA
35063,true,N139,2,JD PAULISTANO,TERM PIRITUBA
35064,true,N140,2,VILA MIRANTE,TERM PIRITUBA
2296,true,N140,1,VILA MIRANTE,TERM PIRITUBA
35065,true,N141,2,JD CAROMBÉ,TERM CACHOEIRINHA
2297,true,N141,1,JD CAROMBÉ,TERM CACHOEIRINHA
2298,true,N142,1,TERM CASA VERDE,TERM PIRITUBA
35066,true,N142,2,TERM CASA VERDE,TERM PIRITUBA
35067,true,N143,2,MORRO GRANDE,METRO BARRA FUNDA
2299,true,N143,1,MORRO GRANDE,METRO BARRA FUNDA
35079,false,N201,2,TERMINAL PQ. D. PEDRO II,METRÔ TUCURUVI
2311,false,N201,1,TERMINAL PQ. D. PEDRO II,METRÔ TUCURUVI
35081,false,N203,2,TERM. PQ. D.PEDRO II,METRÔ TUCURUVI
2313,false,N203,1,TERM. PQ. D.PEDRO II,METRÔ TUCURUVI
35082,false,N204,2,TERM. PARQUE D. PEDRO II,METRÔ TUCURUVI
2314,false,N204,1,TERM. PARQUE D. PEDRO II,METRÔ TUCURUVI
2315,false,N205,1,TERMINAL PINHEIROS,TERMINAL CACHOEIRINHA
35083,false,N205,2,TERMINAL PINHEIROS,TERMINAL CACHOEIRINHA
35084,false,N206,2,METRÔ VILA MADALENA,METRÔ SANTANA
2316,false,N206,1,METRÔ VILA MADALENA,METRÔ SANTANA
35085,false,N207,2,TERMINAL TERM. PQ. D.PEDRO II,TERMINAL CASA VERDE
2317,false,N207,1,TERMINAL TERM. PQ. D.PEDRO II,TERMINAL CASA VERDE
35087,false,N209,2,METRÔ SANTANA ,TERMINAL CACHOEIRINHA
2319,false,N209,1,METRÔ SANTANA ,TERMINAL CACHOEIRINHA
2320,true,N231,1,PEDRA BRANCA,TERM. CACHOEIRINHA
35088,true,N231,2,PEDRA BRANCA,TERM. CACHOEIRINHA
2321,true,N232,1,PARQUE NOVO MUNDO,METRÔ TUCURUVI
35089,true,N232,2,PARQUE NOVO MUNDO,METRÔ TUCURUVI
35090,true,N233,2,VILA SABRINA,METRO SANTANA
2322,true,N233,1,VILA SABRINA,METRO SANTANA
2323,true,N234,1,LGO. DO PERY,METRÔ TUCURUVI
35091,true,N234,2,LGO. DO PERY,METRÔ TUCURUVI
2324,true,N235,1,PEDRA BRANCA,METRÔ SANTANA   
35092,true,N235,2,PEDRA BRANCA,METRÔ SANTANA   
35093,true,N236,2,JARDIM ANTÁRTICA,METRÔ SANTANA
2325,true,N236,1,JARDIM ANTÁRTICA,METRÔ SANTANA
2326,true,N237,1,EDÚ CHAVES,METRÔ TUCURUVI
35094,true,N237,2,EDÚ CHAVES,METRÔ TUCURUVI
2327,true,N238,1,CEM. PQ. DOS PINHEIROS,METRÔ SANTANA
35095,true,N238,2,CEM. PQ. DOS PINHEIROS,METRÔ SANTANA
35096,true,N239,2,VILA NOVA GALVÃO,METRÔ TUCURUVI
2328,true,N239,1,VILA NOVA GALVÃO,METRÔ TUCURUVI
2329,true,N240,1,CACHOEIRA,METRÔ SANTANA   
35097,true,N240,2,CACHOEIRA,METRÔ SANTANA   
2330,true,N241,1,VILA ALBERTINA,METRÔ SANTANA   
35098,true,N241,2,VILA ALBERTINA,METRÔ SANTANA   
35099,true,N242,2,JD. CAMPO LIMPO,METRÔ SANTANA   
2331,true,N242,1,JD. CAMPO LIMPO,METRÔ SANTANA   
2332,true,N243,1,JD. BRASIL,METRÔ SANTANA
35100,true,N243,2,JD. BRASIL,METRÔ SANTANA
35101,true,N244,2,JARDIM FLÔR DE MAIO,METRÔ TUCURUVI   
2333,true,N244,1,JARDIM FLÔR DE MAIO,METRÔ TUCURUVI   
35102,true,N245,2,JARDIM PERY ALTO,METRÔ SANTANA
2334,true,N245,1,JARDIM PERY ALTO,METRÔ SANTANA
2335,false,N301,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO
35103,false,N301,2,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO
35104,false,N302,2,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO
2336,false,N302,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO
35105,false,N303,2,TERM. ARICANDUVA,TERM. A. E. CARVALHO
2337,false,N303,1,TERM. ARICANDUVA,TERM. A. E. CARVALHO
2338,false,N304,1,TERM. ARICANDUVA,TERM. SÃO MIGUEL
35106,false,N304,2,TERM. ARICANDUVA,TERM. SÃO MIGUEL
35107,false,N305,2,CPTM GUAIANAZES,TERM. SAO MIGUEL
2339,false,N305,1,CPTM GUAIANAZES,TERM. SAO MIGUEL
2340,false,N306,1,METRO ITAQUERA,TERM. SAO MIGUEL
35108,false,N306,2,METRO ITAQUERA,TERM. SAO MIGUEL
2341,false,N307,1,TERM. PINHEIROS,TERM. PQ. D. PEDRO II
35109,false,N307,2,TERM. PINHEIROS,TERM. PQ. D. PEDRO II
35110,false,N308,2,TERM. PQ. D. PEDRO II,METRÔ ITAQUERA
2342,false,N308,1,TERM. PQ. D. PEDRO II,METRÔ ITAQUERA
2343,true,N331,1,OLIVEIRINHA (CIRCULAR),TERM. A. E. CARVALHO
35111,true,N331,2,OLIVEIRINHA (CIRCULAR),TERM. A. E. CARVALHO
2344,true,N332,1,VILA CISPER (CPTM USP),TERM. A. E. CARVALHO
35112,true,N332,2,VILA CISPER (CPTM USP),TERM. A. E. CARVALHO
35113,true,N333,2,CID. KEMEL (CIRCULAR),TERM. SAO MIGUEL
2345,true,N333,1,CID. KEMEL (CIRCULAR),TERM. SAO MIGUEL
2346,true,N334,1,EST. CPTM GUAIANAZES,TERM. A. E. CARVALHO
35114,true,N334,2,EST. CPTM GUAIANAZES,TERM. A. E. CARVALHO
2347,true,N335,1,ERMELINO MATARAZZO,TERM. PENHA
35115,true,N335,2,ERMELINO MATARAZZO,TERM. PENHA
35116,true,N336,2,JD. CAMARGO VELHO,TERM. SÃO MIGUEL
2348,true,N336,1,JD. CAMARGO VELHO,TERM. SÃO MIGUEL
2349,true,N337,1,JD. CAMARGO VELHO,TERM. SÃO MIGUEL
35117,true,N337,2,JD. CAMARGO VELHO,TERM. SÃO MIGUEL
2350,true,N338,1,LAJEADO  (CIRCULAR),EST. CPTM GUAIANAZES
35118,true,N338,2,LAJEADO  (CIRCULAR),EST. CPTM GUAIANAZES
35119,true,N339,2,ARTUR ALVIM,METRÔ ITAQUERA
2351,true,N339,1,ARTUR ALVIM,METRÔ ITAQUERA
2352,true,N340,1,JD. SANTO ANTONIO,METRÔ ITAQUERA
35120,true,N340,2,JD. SANTO ANTONIO,METRÔ ITAQUERA
35121,true,N341,2,VILA CISPER (CPTM USP),TERM. SÃO MIGUEL
2353,true,N341,1,VILA CISPER (CPTM USP),TERM. SÃO MIGUEL
35122,true,N342,2,JD. DANFER,TERM. PENHA    
2354,true,N342,1,JD. DANFER,TERM. PENHA    
2355,true,N343,1,METRÔ ITAQUERA,TERM. A. E. CARVALHO
35123,true,N343,2,METRÔ ITAQUERA,TERM. A. E. CARVALHO
35124,true,N344,2,VILA CISPER,TERMINAL PENHA
2356,true,N344,1,VILA CISPER,TERMINAL PENHA
35125,false,N401,2,TERM. PQ. D. PEDRO II,TERM. VILA CARRÃO
2357,false,N401,1,TERM. PQ. D. PEDRO II,TERM. VILA CARRÃO
2358,false,N402,1,TERM. VILA CARRÃO,METRÔ ITAQUERA
35126,false,N402,2,TERM. VILA CARRÃO,METRÔ ITAQUERA
35127,false,N403,2,METRÔ ITAQUERA,TERM. CID. TIRADENTES
2359,false,N403,1,METRÔ ITAQUERA,TERM. CID. TIRADENTES
35128,false,N404,2,TERM. PENHA,TERM. SÃO MATEUS
2360,false,N404,1,TERM. PENHA,TERM. SÃO MATEUS
2361,false,N405,1,METRÔ ITAQUERA,TERM. VILA CARRÃO
35129,false,N405,2,METRÔ ITAQUERA,TERM. VILA CARRÃO
35130,false,N406,2,TERM. SAO MATEUS,TERM. CID. TIRADENTES
2362,false,N406,1,TERM. SAO MATEUS,TERM. CID. TIRADENTES
2363,false,N407,1,METRO BELEM,TERM. V. CARRÃO
35131,false,N407,2,METRO BELEM,TERM. V. CARRÃO
2364,true,N431,1,JD. DA CONQUISTA,TERM. SÃO MATEUS
35132,true,N431,2,JD. DA CONQUISTA,TERM. SÃO MATEUS
35133,true,N432,2,JD. STO ANDRÉ,TERM. SÃO MATEUS
2365,true,N432,1,JD. STO ANDRÉ,TERM. SÃO MATEUS
2366,false,N433,1,METRÔ BELÉM,TERM. VILA CARRAO
35134,false,N433,2,METRÔ BELÉM,TERM. VILA CARRAO
2367,true,N434,1,JD. IV CENTENÁRIO,TERM. VILA CARRÃO
35135,true,N434,2,JD. IV CENTENÁRIO,TERM. VILA CARRÃO
35136,true,N435,2,METALURGICOS,TERM. CID. TIRADENTES
2368,true,N435,1,METALURGICOS,TERM. CID. TIRADENTES
2369,true,N436,1,BARRO BRANCO,TERM. CID. TIRADENTES
35137,true,N436,2,BARRO BRANCO,TERM. CID. TIRADENTES
2370,true,N437,1,TERM CID TIRADENTES,EST.GUAIANAZES-CPTM
35138,true,N437,2,TERM CID TIRADENTES,EST.GUAIANAZES-CPTM
35139,true,N438,2,HOSP STA MARCELINA,METRÔ ITAQUERA
2371,true,N438,1,HOSP STA MARCELINA,METRÔ ITAQUERA
2372,true,N439,1,COHAB FAZENDA DO CARMO,METRÔ ITAQUERA
35140,true,N439,2,COHAB FAZENDA DO CARMO,METRÔ ITAQUERA
35141,true,N440,2,SAVOY/DALILA,TERM. VILA CARRÃO
2373,true,N440,1,SAVOY/DALILA,TERM. VILA CARRÃO
35142,true,N441,2,VILA YOLANDA,TERM. CID. TIRADENTES
2374,true,N441,1,VILA YOLANDA,TERM. CID. TIRADENTES
35144,false,N502,2,TERMINAL PQ. D. PEDRO II,TERMINAL SACOMÃ
2376,false,N502,1,TERMINAL PQ. D. PEDRO II,TERMINAL SACOMÃ
35145,false,N503,2,TERMINAL PQ. D. PEDRO II,TERMINAL SÃO MATEUS
2377,false,N503,1,TERMINAL PQ. D. PEDRO II,TERMINAL SÃO MATEUS
2378,false,N504,1,TERM. PQ. D. PEDRO II,TERM. SACOMÃ
35146,false,N504,2,TERM. PQ. D. PEDRO II,TERM. SACOMÃ
35147,false,N505,2,TERM. PINHEIROS,TERM. SACOMÃ
2379,false,N505,1,TERM. PINHEIROS,TERM. SACOMÃ
35148,false,N506,2,METRÔ VILA MADALENA,TERM. SACOMÃ
2380,false,N506,1,METRÔ VILA MADALENA,TERM. SACOMÃ
2381,false,N507,1,METRÔ SANTANA,TERM. SACOMÃ
35149,false,N507,2,METRÔ SANTANA,TERM. SACOMÃ
35150,false,N508,2,TERMINAL PQ. DOM PEDRO II,TERMINAL SACOMÃ
2382,false,N508,1,TERMINAL PQ. DOM PEDRO II,TERMINAL SACOMÃ
2383,true,N531,1,TERM. SACOMÃ,TERM. SAPOPEMBA TEOTÔNIO VILELA
35151,true,N531,2,TERM. SACOMÃ,TERM. SAPOPEMBA TEOTÔNIO VILELA
2384,true,N532,1,HOSPITAL SÃO MATEUS,TERM. SAPOPEMBA TEOTÔNIO VILELA
35152,true,N532,2,HOSPITAL SÃO MATEUS,TERM. SAPOPEMBA TEOTÔNIO VILELA
35153,true,N533,2,JARDIM PLANALTO,TERM. SACOMÃ
2385,true,N533,1,JARDIM PLANALTO,TERM. SACOMÃ
2386,true,N534,1,VILA ARAPUÁ,TERM. SACOMÃ
35154,true,N534,2,VILA ARAPUÁ,TERM. SACOMÃ
2387,true,N535,1,JARDIM CELESTE,TERM. SACOMÃ
35155,true,N535,2,JARDIM CELESTE,TERM. SACOMÃ
35156,true,N536,2,JARDIM ITÁPOLIS,TERM. SACOMÃ
2388,true,N536,1,JARDIM ITÁPOLIS,TERM. SACOMÃ
2389,true,N537,1,VILA PRUDENTE,METRÔ VILA MARIANA
35157,true,N537,2,VILA PRUDENTE,METRÔ VILA MARIANA
2390,true,N538,1,JARDIM CELESTE,TERM. SACOMÃ
35158,true,N538,2,JARDIM CELESTE,TERM. SACOMÃ
35159,true,N539,2,HOSP. HELIOPOLIS,TERM. SACOMÃ
2391,true,N539,1,HOSP. HELIOPOLIS,TERM. SACOMÃ
2481,true,N540,1,JD. SÃO ROBERTO,TERM. SAPOPEMBA TEOTÔNIO VILELA
35249,true,N540,2,JD. SÃO ROBERTO,TERM. SAPOPEMBA TEOTÔNIO VILELA
2392,false,N601,1,TERM. PQ. D. PEDRO II,TERMINAL GRAJAÚ
35160,false,N601,2,TERM. PQ. D. PEDRO II,TERMINAL GRAJAÚ
2393,false,N602,1,TERMINAL SANTO AMARO,TERMINAL GRAJAU
35161,false,N602,2,TERMINAL SANTO AMARO,TERMINAL GRAJAU
35162,false,N603,2,TERM. PINHEIROS,METRÔ JABAQUARA
2394,false,N603,1,TERM. PINHEIROS,METRÔ JABAQUARA
2395,false,N604,1,TERM. PQ. D. PEDRO II,METRÔ JABAQUARA
35163,false,N604,2,TERM. PQ. D. PEDRO II,METRÔ JABAQUARA
35164,false,N631,2,TERMINAL SANTO AMARO,TERMINAL GRAJAU
2396,false,N631,1,TERMINAL SANTO AMARO,TERMINAL GRAJAU
35165,false,N632,2,TERMINAL SANTO AMARO,TERMINAL GRAJAU
2397,false,N632,1,TERMINAL SANTO AMARO,TERMINAL GRAJAU
2398,true,N633,1,MORUMBI SHOPPING,METRÔ JABAQUARA
35166,true,N633,2,MORUMBI SHOPPING,METRÔ JABAQUARA
35167,true,N634,2,JD. LUSO,TERMINAL SANTO AMARO
2399,true,N634,1,JD. LUSO,TERMINAL SANTO AMARO
35168,true,N635,2,JD. GAIVOTAS,TERM. GRAJAU
2400,true,N635,1,JD. GAIVOTAS,TERM. GRAJAU
2401,true,N636,1,JD. NORONHA,TERM. GRAJAU
35169,true,N636,2,JD. NORONHA,TERM. GRAJAU
35170,true,N637,2,VILA MISSIONÁRIA,METRÔ JABAQUARA
2402,true,N637,1,VILA MISSIONÁRIA,METRÔ JABAQUARA
2403,true,N638,1,UNISA,TERM. GRAJAÚ
35171,true,N638,2,UNISA,TERM. GRAJAÚ
2404,true,N639,1,VARGEM GRANDE,TERM. GRAJAÚ
35172,true,N639,2,VARGEM GRANDE,TERM. GRAJAÚ
35173,true,N640,2,ELDORADO,TERM. SANTO AMARO
2405,true,N640,1,ELDORADO,TERM. SANTO AMARO
2406,false,N701,1,TERM. PQ. D. PEDRO II,TERM. STO. AMARO
35174,false,N701,2,TERM. PQ. D. PEDRO II,TERM. STO. AMARO
2407,false,N702,1,TERM. PQ. D. PEDRO II,TERM. SANTO AMARO
35175,false,N702,2,TERM. PQ. D. PEDRO II,TERM. SANTO AMARO
35176,false,N703,2,TERM  STO AMARO,TERM JD ÂNGELA
2408,false,N703,1,TERM  STO AMARO,TERM JD ÂNGELA
2409,false,N704,1,TERM SANTO AMARO,TERM. CAPELINHA
35177,false,N704,2,TERM SANTO AMARO,TERM. CAPELINHA
2410,false,N705,1,TERM. PINHEIROS,TERM. SANTO AMARO
35178,false,N705,2,TERM. PINHEIROS,TERM. SANTO AMARO
35179,false,N706,2,TERM. PINHEIROS,TERMINAL CAMPO LIMPO
2411,false,N706,1,TERM. PINHEIROS,TERMINAL CAMPO LIMPO
