code,circular,line,direction,destiny,origin
2412,false,N731,1,TERMINAL SANTO AMARO,TERMINAL CAPELINHA
35180,false,N731,2,TERMINAL SANTO AMARO,TERMINAL CAPELINHA
2413,true,N732,1,TERM. ROD. JD. JACIRA,TERM. JD. ANGELA
35181,true,N732,2,TERM. ROD. JD. JACIRA,TERM. JD. ANGELA
35182,true,N733,2,VILA GILDA,TERMINAL JARDIM ÂNGELA
2414,true,N733,1,VILA GILDA,TERMINAL JARDIM ÂNGELA
2415,true,N734,1,VALO VELHO,TERM. CAPELINHA
35183,true,N734,2,VALO VELHO,TERM. CAPELINHA
35184,true,N735,2,JD. GUARUJÁ,TERM. CAPELINHA
2416,true,N735,1,JD. GUARUJÁ,TERM. CAPELINHA
35185,true,N736,2,JD. HORIZONTE AZUL (CIRCULAR),TERM. JD. ÂNGELA
2417,true,N736,1,JD. HORIZONTE AZUL (CIRCULAR),TERM. JD. ÂNGELA
2418,true,N737,1,PARQUE DO LAGO (CIRCULAR),TERM. JD. ÂNGELA 
35186,true,N737,2,PARQUE DO LAGO (CIRCULAR),TERM. JD. ÂNGELA 
35187,true,N738,2,PARQUE DO LAGO (CIRCULAR),TERMINAL GUARAPIRANGA 
2419,true,N738,1,PARQUE DO LAGO (CIRCULAR),TERMINAL GUARAPIRANGA 
35188,true,N739,2,JD. UNIVERSAL (CIRCULAR),TERM. CAPELINHA
2420,true,N739,1,JD. UNIVERSAL (CIRCULAR),TERM. CAPELINHA
2421,true,N740,1,JD. RIVIERA (CIRCULAR),TERM. JD. ÂNGELA
35189,true,N740,2,JD. RIVIERA (CIRCULAR),TERM. JD. ÂNGELA
35190,true,N741,2,VALO VELHO,TERM. CAPELINHA
2422,true,N741,1,VALO VELHO,TERM. CAPELINHA
2423,false,N742,1,TERM. PINHEIROS,TERM. JOÃO DIAS
35191,false,N742,2,TERM. PINHEIROS,TERM. JOÃO DIAS
35193,true,N744,2,JD. VAZ DE LIMA,TERM. JOÃO DIAS
2425,true,N744,1,JD. VAZ DE LIMA,TERM. JOÃO DIAS
2426,false,N745,1,TERMINAL CAMPO LIMPO,TERMINAL CAPELINHA
35194,false,N745,2,TERMINAL CAMPO LIMPO,TERMINAL CAPELINHA
2427,true,N746,1,JD. IRENE,TERM.CAMPO LIMPO
35195,true,N746,2,JD. IRENE,TERM.CAMPO LIMPO
35196,false,N801,2,TERM. PARQUE D. PEDRO II,TERM. METRÔ BUTANTÃ
2428,false,N801,1,TERM. PARQUE D. PEDRO II,TERM. METRÔ BUTANTÃ
2429,false,N802,1,TERM. PQ. D. PEDRO II,TERM. PINHEIROS
35197,false,N802,2,TERM. PQ. D. PEDRO II,TERM. PINHEIROS
2430,true,N831,1,PQ. DA LAPA,TERM. LAPA
35198,true,N831,2,PQ. DA LAPA,TERM. LAPA
35199,true,N832,2,PQ. CONTINENTAL,TERM. LAPA
2431,true,N832,1,PQ. CONTINENTAL,TERM. LAPA
2432,true,N833,1,CEASA ,TERMINAL PINHEIROS
35200,true,N833,2,CEASA ,TERMINAL PINHEIROS
2433,true,N834,1,TERMINAL PINHEIROS ,TERMINAL LAPA
35201,true,N834,2,TERMINAL PINHEIROS ,TERMINAL LAPA
35202,true,N835,2,JD. JOÃO XXIII,TERM. PINHEIROS
2434,true,N835,1,JD. JOÃO XXIII,TERM. PINHEIROS
2435,true,N836,1,PQ. CONTINENTAL,TERM. PINHEIROS
35203,true,N836,2,PQ. CONTINENTAL,TERM. PINHEIROS
35204,true,N837,2,CDHU BUTANTÃ,TERM. JOÃO DIAS
2436,true,N837,1,CDHU BUTANTÃ,TERM. JOÃO DIAS
35205,true,N838,2,CPTM LEOPOLDINA,METRÔ VILA MADALENA
2437,true,N838,1,CPTM LEOPOLDINA,METRÔ VILA MADALENA
2438,true,N839,1,METRÔ VILA MARIANA,METRÔ BUTANTÃ
35206,true,N839,2,METRÔ VILA MARIANA,METRÔ BUTANTÃ
35207,true,N840,2,SANTA CECÍLIA,TERM. VILA MARIANA
2439,true,N840,1,SANTA CECÍLIA,TERM. VILA MARIANA
35208,true,N841,2,SANTA CECÍLIA,TERM. VILA MARIANA
2440,true,N841,1,SANTA CECÍLIA,TERM. VILA MARIANA
2441,true,N842,1,COHAB RAPOSO TAVARES,TERM. PINHEIROS
35209,true,N842,2,COHAB RAPOSO TAVARES,TERM. PINHEIROS
